/docker-entrypoint.sh: /docker-entrypoint.d/ is not empty, will attempt to perform configuration
/docker-entrypoint.sh: Looking for shell scripts in /docker-entrypoint.d/
/docker-entrypoint.sh: Launching /docker-entrypoint.d/10-listen-on-ipv6-by-default.sh
10-listen-on-ipv6-by-default.sh: info: Getting the checksum of /etc/nginx/conf.d/default.conf
10-listen-on-ipv6-by-default.sh: info: /etc/nginx/conf.d/default.conf differs from the packaged version
/docker-entrypoint.sh: Sourcing /docker-entrypoint.d/15-local-resolvers.envsh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/20-envsubst-on-templates.sh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/30-tune-worker-processes.sh
/docker-entrypoint.sh: Configuration complete; ready for start up
10.23.0.63 - - [15/Nov/2024:19:51:13 +0000] "GET / HTTP/1.1" 200 1640 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36" "-"
10.23.0.63 - - [15/Nov/2024:19:51:14 +0000] "GET /_next/static/UCNx_2GQYodLVEyBWMRiB/_buildManifest.js HTTP/1.1" 200 931 "https://pyramid.icomp.ufam.edu.br/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36" "-"
10.23.0.63 - - [15/Nov/2024:19:51:14 +0000] "GET /_next/static/UCNx_2GQYodLVEyBWMRiB/_ssgManifest.js HTTP/1.1" 200 77 "https://pyramid.icomp.ufam.edu.br/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36" "-"
10.23.0.63 - - [15/Nov/2024:19:51:14 +0000] "GET /_next/static/UCNx_2GQYodLVEyBWMRiB/_middlewareManifest.js HTTP/1.1" 200 92 "https://pyramid.icomp.ufam.edu.br/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36" "-"
125.229.128.185 - - [15/Nov/2024:20:01:14 +0000] "GET / HTTP/1.0" 301 169 "-" "Mozilla/5.0 (Linux; U; Android 4.0.3; ko-kr; LG-L160L Build/IML74K) AppleWebkit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "-"
179.251.205.208 - - [15/Nov/2024:20:01:37 +0000] "GET / HTTP/1.1" 200 1640 "https://icomp.ufam.edu.br/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" "-"
179.251.205.208 - - [15/Nov/2024:20:01:37 +0000] "GET /_next/static/css/a55ce2f323aa9cf8.css HTTP/1.1" 200 49254 "https://pyramid.icomp.ufam.edu.br/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" "-"
179.251.205.208 - - [15/Nov/2024:20:01:37 +0000] "GET /_next/static/chunks/webpack-03adc92aa9024c2b.js HTTP/1.1" 200 1718 "https://pyramid.icomp.ufam.edu.br/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" "-"
179.251.205.208 - - [15/Nov/2024:20:01:37 +0000] "GET /_next/static/chunks/framework-fc97f3f1282ce3ed.js HTTP/1.1" 200 45039 "https://pyramid.icomp.ufam.edu.br/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" "-"
179.251.205.208 - - [15/Nov/2024:20:01:37 +0000] "GET /_next/static/chunks/main-8e5fddcd8df7476c.js HTTP/1.1" 200 25984 "https://pyramid.icomp.ufam.edu.br/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" "-"
179.251.205.208 - - [15/Nov/2024:20:01:37 +0000] "GET /_next/static/chunks/pages/_app-67d2d709012d1f16.js HTTP/1.1" 200 81629 "https://pyramid.icomp.ufam.edu.br/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" "-"
